_key,학교명,시도,행정구,학교급,등급,유형,점수,n0,n1,y,초과순전출,코호트,위도,경도
232021072,인천대정초등학교,인천,부평구,초등학교,3,비위험,84.0,471,424,-0.09978768577494693,0.007698984934502397,0.5980392156862745,37.4932149,126.7098548
232021093,인천상정초등학교,인천,부평구,초등학교,2,순전출형,93.2,288,260,-0.09722222222222222,0.04087308259904592,0.5,37.47985202,126.6988075
232021132,인천갈산초등학교,인천,부평구,초등학교,5,비위험,22.4,190,168,-0.11578947368421053,0.08341694224816873,1.037037037037037,37.5125544,126.7283628
232021136,인천갈월초등학교,인천,부평구,초등학교,5,비위험,37.1,474,447,-0.056962025316455694,0.03296169019398263,0.8289473684210527,37.51033274,126.7250527
232021166,인천구산초등학교,인천,부평구,초등학교,5,비위험,57.6,285,262,-0.08070175438596491,0.01675027558150206,0.7254901960784313,37.50605262,126.7394438
232021180,인천동수초등학교,인천,부평구,초등학교,5,비위험,29.2,617,585,-0.05186385737439222,-0.02996700384071637,1.074468085106383,37.48438604,126.7311002
232021188,인천동암초등학교,인천,부평구,초등학교,5,비위험,52.9,295,299,0.013559322033898305,0.050053873559497905,0.7678571428571429,37.47210513,126.7067791
232021196,인천마곡초등학교,인천,부평구,초등학교,5,비위험,23.2,119,130,0.09243697478991597,0.00760977727691707,1.6470588235294117,37.51206357,126.6978699
232021200,인천마장초등학교,인천,부평구,초등학교,5,비위험,11.8,543,522,-0.03867403314917127,0.019464242820040396,0.9375,37.50618935,126.7091215
232021206,인천미산초등학교,인천,부평구,초등학교,2,인구감소형,94.0,219,199,-0.091324200913242,-0.005359794113282845,0.4888888888888889,37.50457911,126.7098019
232021218,인천백운초등학교,인천,부평구,초등학교,5,비위험,18.1,478,468,-0.02092050209205021,0.0033905163507892966,0.8271604938271605,37.48004913,126.7048644
232021228,인천부개초등학교,인천,부평구,초등학교,4,비위험,72.5,195,176,-0.09743589743589744,0.05048846721443054,0.6944444444444444,37.48566269,126.7382918
232021236,인천부개서초등학교,인천,부평구,초등학교,5,비위험,7.0,1054,1045,-0.008538899430740038,0.006796548759703733,1.1464968152866242,37.48977696,126.7343965
232021240,인천부곡초등학교,인천,부평구,초등학교,5,비위험,25.2,912,831,-0.08881578947368421,0.0013993983885196059,0.6574585635359116,37.50351243,126.707099
